,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG
1811,2020/2/21,OKC,DEN,W 113-101,240,40,87,0.46,31,61,0.508,9,26,0.346,24,27,0.889,113,37,77,0.481,31,50,0.62,6,27,0.222,21,23,0.913,101,41,85.7,0.4791,30.2,57.9,0.5221,10.8,27.8,0.3891,21,25.2,0.8399,113.8,40.1,88,0.4567,27.8,51.5,0.5384,12.3,36.5,0.3372,15.2,19.8,0.7357,107.7
1812,2020/2/21,DAL,ORL,W 122-106,240,43,84,0.512,28,46,0.609,15,38,0.395,21,26,0.808,122,41,104,0.394,32,61,0.525,9,43,0.209,15,19,0.789,106,40.8,89.2,0.459,24.8,48.7,0.5121,16,40.5,0.3942,18.1,21,0.8615,115.7,42.8,90,0.4781,29.7,55.7,0.5361,13.1,34.3,0.3828,14.8,18.6,0.7915,113.5
1813,2020/2/21,ORL,DAL,L 106-122,240,41,104,0.394,32,61,0.525,9,43,0.209,15,19,0.789,106,43,84,0.512,28,46,0.609,15,38,0.395,21,26,0.808,122,37.6,87.6,0.4307,25.9,52.7,0.4932,11.7,34.9,0.335,16.8,21.8,0.7708,103.7,41.1,86.1,0.4778,27.8,54,0.5124,13.3,32.1,0.416,15.1,18.6,0.808,110.6
1814,2020/2/21,NOP,POR,W 128-115,240,45,84,0.536,27,50,0.54,18,34,0.529,20,33,0.606,128,43,94,0.457,33,67,0.493,10,27,0.37,19,25,0.76,115,44.4,91,0.489,30.5,55.2,0.5532,13.9,35.8,0.3928,18.8,25.6,0.7324,121.5,43.7,95.6,0.4599,33,61.9,0.5336,10.7,33.7,0.3213,17.5,22.5,0.7867,115.6
1815,2020/2/21,POR,NOP,L 115-128,240,43,94,0.457,33,67,0.493,10,27,0.37,19,25,0.76,115,45,84,0.536,27,50,0.54,18,34,0.529,20,33,0.606,128,44,92.3,0.4775,29.6,57.1,0.5185,14.4,35.2,0.4055,16.5,21.3,0.7692,118.9,43.8,93.5,0.4694,30.2,58.9,0.5082,13.6,34.6,0.388,17.4,22.1,0.803,118.6
1816,2020/2/21,PHO,TOR,L 101-118,240,38,92,0.413,32,58,0.552,6,34,0.176,19,23,0.826,101,42,80,0.525,28,43,0.651,14,37,0.378,20,22,0.909,118,39.9,85.6,0.4697,29.4,57.8,0.5166,10.5,27.8,0.3757,20.6,23.7,0.8696,110.9,42,88,0.4777,30.9,55.3,0.5595,11.1,32.7,0.3479,18.1,23,0.791,113.2
1817,2020/2/21,TOR,PHO,W 118-101,240,42,80,0.525,28,43,0.651,14,37,0.378,20,22,0.909,118,38,92,0.413,32,58,0.552,6,34,0.176,19,23,0.826,101,43.6,89.7,0.4877,29.7,53,0.5584,13.9,36.7,0.384,15.9,20.2,0.7846,117,37.8,86.7,0.4356,23.9,47.1,0.5055,13.9,39.6,0.3519,19.7,24.5,0.8084,109.2
1818,2020/2/21,SAS,UTA,W 113-104,240,40,91,0.44,30,71,0.423,10,20,0.5,23,26,0.885,113,35,82,0.427,23,49,0.469,12,33,0.364,22,26,0.846,104,40.7,86.1,0.4739,29.8,56.7,0.5262,10.9,29.4,0.3681,19.3,23.8,0.7994,111.6,42.2,87.1,0.4858,27.9,51.7,0.5393,14.3,35.4,0.4078,16,21.3,0.7637,114.7
1819,2020/2/21,UTA,SAS,L 104-113,240,35,82,0.427,23,49,0.469,12,33,0.364,22,26,0.846,104,40,91,0.44,30,71,0.423,10,20,0.5,23,26,0.885,113,40.6,85.8,0.4748,26.2,47.9,0.5497,14.4,37.9,0.3806,16.5,22,0.7663,112.1,41.7,89,0.4697,28.7,52.8,0.5476,13,36.2,0.357,17.1,22.4,0.7463,113.5
1820,2020/2/21,CLE,WAS,W 113-108,240,43,81,0.531,32,54,0.593,11,27,0.407,16,25,0.64,113,41,106,0.387,32,69,0.464,9,37,0.243,17,23,0.739,108,43.5,92.8,0.4695,31.2,59.3,0.5256,12.3,33.5,0.3668,12.8,16.3,0.7832,112.1,44.9,87.6,0.5105,32.2,54.9,0.5836,12.7,32.7,0.3868,17.4,22.6,0.7693,119.9
1821,2020/2/21,WAS,CLE,L 108-113,240,41,106,0.387,32,69,0.464,9,37,0.243,17,23,0.739,108,43,81,0.531,32,54,0.593,11,27,0.407,16,25,0.64,113,42.8,89.9,0.4786,30.8,57.6,0.5391,12,32.3,0.3696,22.1,27.5,0.7952,119.7,43.8,93.2,0.4709,31.3,58.6,0.5343,12.5,34.6,0.3512,18.7,24.6,0.7452,118.8
1822,2020/2/20,ATL,MIA,W 129-124,240,41,85,0.482,25,50,0.5,16,35,0.457,31,35,0.886,129,40,98,0.408,29,61,0.475,11,37,0.297,33,38,0.868,124,42.6,89.5,0.4765,29.7,53.3,0.5585,12.9,36.2,0.3604,23.2,26.7,0.8685,121.3,45.2,92.7,0.4871,32.1,58,0.5529,13.1,34.7,0.3754,22,27.4,0.8112,125.5
1823,2020/2/20,MIA,ATL,L 124-129,240,40,98,0.408,29,61,0.475,11,37,0.297,33,38,0.868,124,41,85,0.482,25,50,0.5,16,35,0.457,31,35,0.886,129,39,86.6,0.4523,25,48.9,0.5113,14,37.7,0.3779,18.1,22.9,0.789,110.1,38,85,0.4467,23.1,46.1,0.5059,14.9,38.9,0.3771,17.4,21.8,0.7789,108.3
1824,2020/2/20,CHI,CHO,L 93-103,240,37,87,0.425,30,56,0.536,7,31,0.226,12,19,0.632,93,35,74,0.473,27,46,0.587,8,28,0.286,25,29,0.862,103,41.1,87.5,0.4694,29.4,52.3,0.562,11.7,35.2,0.3339,15.7,21.1,0.7402,109.6,43.8,84.6,0.5176,31.4,52.6,0.5986,12.4,32,0.3873,16.9,23.5,0.7256,116.9
1825,2020/2/20,CHO,CHI,W 103-93,240,35,74,0.473,27,46,0.587,8,28,0.286,25,29,0.862,103,37,87,0.425,30,56,0.536,7,31,0.226,12,19,0.632,93,36.7,87.1,0.4206,26,53.1,0.4877,10.7,34,0.3142,15.1,20.1,0.7492,99.2,41,88.5,0.4647,27.9,51.1,0.5494,13.1,37.4,0.357,13.5,17.6,0.7483,108.6
1826,2020/2/20,DET,MIL,L 106-126,240,40,83,0.482,27,46,0.587,13,37,0.351,13,16,0.813,106,47,93,0.505,37,60,0.617,10,33,0.303,22,27,0.815,126,37.7,86.5,0.4363,26.1,53.6,0.4885,11.6,32.9,0.356,14.4,19.1,0.7562,101.4,42.1,87.4,0.4829,33,59.2,0.5597,9.1,28.2,0.315,14.5,18.2,0.7928,107.8
1827,2020/2/20,MIL,DET,W 126-106,240,47,93,0.505,37,60,0.617,10,33,0.303,22,27,0.815,126,40,83,0.482,27,46,0.587,13,37,0.351,13,16,0.813,106,44.4,92.2,0.484,30.8,55.4,0.5571,13.6,36.8,0.3705,17.5,23.4,0.7388,119.9,39.8,95.9,0.4159,26.2,56.7,0.4607,13.6,39.2,0.3445,16.8,20.8,0.8066,110
1828,2020/2/20,GSW,HOU,L 105-135,240,44,89,0.494,37,56,0.661,7,33,0.212,10,12,0.833,105,45,85,0.529,20,36,0.556,25,49,0.51,20,22,0.909,135,38.6,85,0.4545,26.1,50.8,0.5147,12.5,34.2,0.3658,19.6,24.2,0.806,109.3,44.6,88.8,0.503,30.7,55.4,0.5543,13.9,33.4,0.4215,16.9,21.2,0.82,120
1829,2020/2/20,HOU,GSW,W 135-105,240,45,85,0.529,20,36,0.556,25,49,0.51,20,22,0.909,135,44,89,0.494,37,56,0.661,7,33,0.212,10,12,0.833,105,39.6,90.5,0.4381,23.8,45.2,0.5331,15.8,45.3,0.3511,20.9,25.9,0.8121,115.9,42.4,87.3,0.4867,30.1,53.3,0.5697,12.3,34,0.3639,18.5,23,0.8038,115.6
1830,2020/2/20,BRK,PHI,L 104-112 (OT),265,36,102,0.353,26,68,0.382,10,34,0.294,22,28,0.786,104,38,86,0.442,34,64,0.531,4,22,0.182,32,35,0.914,112,41.4,89,0.4663,27.4,50.8,0.5391,14,38.2,0.3697,18.8,24.1,0.7822,115.6,41.8,92.8,0.4519,32.3,61.8,0.5232,9.5,31,0.3122,13.6,19.2,0.6994,106.7
1831,2020/2/20,PHI,BRK,W 112-104 (OT),265,38,86,0.442,34,64,0.531,4,22,0.182,32,35,0.914,112,36,102,0.353,26,68,0.382,10,34,0.294,22,28,0.786,104,39.1,86.1,0.4555,26.8,52,0.5151,12.3,34.1,0.3615,17.9,24.6,0.7122,108.4,40.5,86.6,0.4684,29.3,54.4,0.5435,11.2,32.2,0.3433,19.3,25.2,0.7474,111.5
1832,2020/2/20,MEM,SAC,L 125-129,240,43,85,0.506,31,55,0.564,12,30,0.4,27,32,0.844,125,42,83,0.506,23,44,0.523,19,39,0.487,26,36,0.722,129,43.6,89.6,0.4898,36.2,66,0.5495,7.4,23.6,0.3165,17.6,24,0.7153,112.2,38.3,93.4,0.411,26.1,60.2,0.4306,12.2,33.2,0.3689,18.5,24,0.7611,107.3
1833,2020/2/20,SAC,MEM,W 129-125,240,42,83,0.506,23,44,0.523,19,39,0.487,26,36,0.722,129,43,85,0.506,31,55,0.564,12,30,0.4,27,32,0.844,125,41,88.2,0.4671,26,49.8,0.5237,15,38.4,0.3952,16,21.3,0.7315,113,40,85.8,0.4663,25.5,48.3,0.5346,14.5,37.5,0.3806,17.8,23.4,0.7681,112.3
1834,2020/2/13,BOS,LAC,W 141-133 (2OT),290,45,103,0.437,27,60,0.45,18,43,0.419,33,40,0.825,141,46,110,0.418,35,75,0.467,11,35,0.314,30,37,0.811,133,40.6,85.7,0.4733,28,53.1,0.5253,12.6,32.6,0.3898,19.1,23.9,0.8016,112.9,35.8,84,0.4263,24,48.6,0.4995,11.8,35.4,0.3379,23.6,28.8,0.8172,107
1835,2020/2/13,LAC,BOS,L 133-141 (2OT),290,46,110,0.418,35,75,0.467,11,35,0.314,30,37,0.811,133,45,103,0.437,27,60,0.45,18,43,0.419,33,40,0.825,141,41.1,88.3,0.4648,28.3,55.8,0.5118,12.8,32.5,0.3834,18.7,23.9,0.7861,113.7,39.9,93.5,0.4275,27.1,56.1,0.4887,12.8,37.4,0.3323,18,23.7,0.7556,110.6
1836,2020/2/13,NOP,OKC,L 118-123,240,42,86,0.488,28,51,0.549,14,35,0.4,20,27,0.741,118,46,92,0.5,33,65,0.508,13,27,0.481,18,22,0.818,123,44.1,90.8,0.4866,30.2,54.9,0.5504,13.9,35.9,0.3917,19.3,26.1,0.7364,121.4,43.6,95.3,0.4605,33.1,61.6,0.5376,10.5,33.7,0.3139,17.7,22.8,0.7849,115.4
1837,2020/2/13,OKC,NOP,W 123-118,240,46,92,0.5,33,65,0.508,13,27,0.481,18,22,0.818,123,42,86,0.488,28,51,0.549,14,35,0.4,20,27,0.741,118,41,84.1,0.4896,30.6,57.1,0.5362,10.4,27,0.3884,21.1,25.3,0.8407,113.5,40.3,88.6,0.4557,28,52.1,0.5361,12.3,36.5,0.3372,14.4,18.7,0.7366,107.3
1838,2020/2/12,BRK,TOR,W 101-91,240,36,88,0.409,27,53,0.509,9,35,0.257,20,25,0.8,101,34,90,0.378,21,47,0.447,13,43,0.302,10,13,0.769,91,41.8,89.3,0.4694,26.6,50,0.5304,15.2,39.3,0.3897,18,23.1,0.7822,116.8,43.1,93.2,0.4641,33,62.7,0.5285,10.1,30.5,0.332,14.1,19.9,0.6975,110.4
1839,2020/2/12,TOR,BRK,L 91-101,240,34,90,0.378,21,47,0.447,13,43,0.302,10,13,0.769,91,36,88,0.409,27,53,0.509,9,35,0.257,20,25,0.8,101,44.3,88.8,0.5005,30,52.9,0.5659,14.3,35.9,0.4024,16.8,21.2,0.7903,119.7,38.4,86.4,0.4441,24.1,46.7,0.5138,14.3,39.7,0.3623,19.2,24.1,0.7998,110.3
1840,2020/2/12,ATL,CLE,L 105-127,240,36,84,0.429,23,50,0.46,13,34,0.382,20,25,0.8,105,48,94,0.511,38,66,0.576,10,28,0.357,21,25,0.84,127,43.2,90.3,0.4793,30.5,53.9,0.5679,12.7,36.4,0.3528,22.8,26.2,0.8685,121.9,45.4,91.9,0.4941,31.9,57.5,0.5543,13.5,34.4,0.3957,22.5,28.3,0.8037,126.8
1841,2020/2/12,CLE,ATL,W 127-105,240,48,94,0.511,38,66,0.576,10,28,0.357,21,25,0.84,127,36,84,0.429,23,50,0.46,13,34,0.382,20,25,0.8,105,41.9,92.8,0.4524,29.5,58.8,0.5024,12.4,34,0.3644,11.8,15.5,0.7639,108,45.4,87.7,0.5158,33.1,56.1,0.5892,12.3,31.6,0.3877,16.9,21.8,0.7775,120
1842,2020/2/12,DAL,SAC,W 130-111,240,48,85,0.565,31,45,0.689,17,40,0.425,17,21,0.81,130,41,99,0.414,29,60,0.483,12,39,0.308,17,22,0.773,111,40.2,90.4,0.4458,24.3,49.8,0.4896,15.9,40.6,0.3907,17.1,20.2,0.8343,113.4,42.7,89.2,0.4807,29.3,54.5,0.5399,13.4,34.7,0.3869,14.8,18.6,0.7915,113.6
1843,2020/2/12,SAC,DAL,L 111-130,240,41,99,0.414,29,60,0.483,12,39,0.308,17,22,0.773,111,48,85,0.565,31,45,0.689,17,40,0.425,17,21,0.81,130,41.1,88.1,0.4686,26.3,50.1,0.5262,14.8,38,0.393,15.5,21.4,0.7064,112.5,39.1,84.6,0.4632,25.1,48.2,0.5271,14,36.4,0.3795,19.8,25.7,0.7712,112
1844,2020/2/12,DEN,LAL,L 116-120 (OT),265,44,88,0.5,33,63,0.524,11,25,0.44,17,22,0.773,116,47,93,0.505,35,60,0.583,12,33,0.364,14,27,0.519,120,42.7,90.8,0.4729,29.2,56.2,0.5179,13.5,34.6,0.3852,16.2,19.7,0.8346,115.1,40.2,86.8,0.4639,28.2,54.8,0.5109,12,32,0.3751,16.1,22.2,0.7125,108.5
1845,2020/2/12,LAL,DEN,W 120-116 (OT),265,47,93,0.505,35,60,0.583,12,33,0.364,14,27,0.519,120,44,88,0.5,33,63,0.524,11,25,0.44,17,22,0.773,116,43.1,87.2,0.4942,31.1,55,0.568,12,32.2,0.3662,18.2,25.5,0.7143,116.4,41.8,87.9,0.4752,27.4,51.6,0.5326,14.4,36.3,0.3976,15.5,21,0.7348,113.5
1846,2020/2/12,IND,MIL,W 118-111,240,45,86,0.523,36,59,0.61,9,27,0.333,19,24,0.792,118,37,91,0.407,24,54,0.444,13,37,0.351,24,25,0.96,111,43.6,86.8,0.5019,33,57.8,0.5691,10.6,29,0.3679,14.1,18.4,0.7697,111.9,39.8,86.5,0.4594,26.8,52.2,0.5135,13,34.3,0.365,19.2,23.3,0.8203,111.8
1847,2020/2/12,MIL,IND,L 111-118,240,37,91,0.407,24,54,0.444,13,37,0.351,24,25,0.96,111,45,86,0.523,36,59,0.61,9,27,0.333,19,24,0.792,118,45.2,92,0.4939,31.2,55.2,0.5665,14,36.8,0.3813,16.1,22.5,0.7053,120.5,38.6,97.2,0.3969,24.4,55.8,0.4357,14.2,41.4,0.3418,16.5,20.1,0.8215,107.9
1848,2020/2/12,MEM,POR,W 111-104,240,45,95,0.474,39,72,0.542,6,23,0.261,15,22,0.682,111,36,97,0.371,23,60,0.383,13,37,0.351,19,24,0.792,104,42.7,88.6,0.4848,34.8,64.1,0.5425,7.9,24.5,0.3248,17.3,23.3,0.7271,110.6,39.2,92.6,0.4245,26.9,59.9,0.4467,12.3,32.7,0.3776,18.1,23.6,0.7569,108.8
1849,2020/2/12,POR,MEM,L 104-111,240,36,97,0.371,23,60,0.383,13,37,0.351,19,24,0.792,104,45,95,0.474,39,72,0.542,6,23,0.261,15,22,0.682,111,45,91.7,0.4909,29.8,56.3,0.5283,15.2,35.4,0.4242,15.8,20.4,0.77,121,44.1,93.3,0.4736,28.9,56.3,0.5105,15.2,37,0.4087,17.4,22.3,0.7973,120.8
1850,2020/2/12,CHO,MIN,W 115-108,240,43,92,0.467,29,58,0.5,14,34,0.412,15,23,0.652,115,39,101,0.386,25,52,0.481,14,49,0.286,16,20,0.8,108,35.7,86,0.4146,25.2,51.9,0.4834,10.5,34.1,0.3073,14.4,19.2,0.7411,96.3,40.9,86.3,0.4742,28.3,51,0.5582,12.6,35.3,0.3605,13.4,18.1,0.7283,107.8
1851,2020/2/12,MIN,CHO,L 108-115,240,39,101,0.386,25,52,0.481,14,49,0.286,16,20,0.8,108,43,92,0.467,29,58,0.5,14,34,0.412,15,23,0.652,115,41.7,89.5,0.4647,27,49.2,0.5472,14.7,40.3,0.3593,18.9,25.5,0.7349,117,43,86.3,0.4986,30.5,55.4,0.5506,12.5,30.9,0.4046,22.6,27,0.8412,121.1
1852,2020/2/12,NYK,WAS,L 96-114,240,36,88,0.409,33,65,0.508,3,23,0.13,21,29,0.724,96,40,84,0.476,30,56,0.536,10,28,0.357,24,33,0.727,114,42.8,91.3,0.4668,33.6,63.6,0.526,9.2,27.7,0.3303,13,19.2,0.6663,107.8,38.9,83.8,0.4637,26.7,51.8,0.516,12.2,32,0.3801,19.3,25,0.7571,109.3
1853,2020/2/12,WAS,NYK,W 114-96,240,40,84,0.476,30,56,0.536,10,28,0.357,24,33,0.727,114,36,88,0.409,33,65,0.508,3,23,0.13,21,29,0.724,96,43.8,91.4,0.4815,31.5,57.7,0.5504,12.3,33.7,0.3649,21.3,26.2,0.8025,121.2,44.5,92.9,0.4806,30.6,57.3,0.5335,13.9,35.6,0.3897,19.7,25.3,0.7589,122.6
1854,2020/2/12,DET,ORL,L 112-116 (OT),265,40,92,0.435,22,47,0.468,18,45,0.4,14,15,0.933,112,44,96,0.458,32,60,0.533,12,36,0.333,16,18,0.889,116,38,87.7,0.4341,26.9,55.8,0.4852,11.1,31.9,0.3531,14.2,19.4,0.7296,101.3,41.9,87.2,0.4818,32.5,58.4,0.5583,9.4,28.8,0.3174,15.1,18.9,0.7919,108.3
1855,2020/2/12,ORL,DET,W 116-112 (OT),265,44,96,0.458,32,60,0.533,12,36,0.333,16,18,0.889,116,40,92,0.435,22,47,0.468,18,45,0.4,14,15,0.933,112,37.6,87.2,0.4327,25.7,52.4,0.4925,11.9,34.8,0.3417,16.4,21.6,0.7569,103.5,41.7,84.5,0.4948,29.3,55,0.5305,12.4,29.5,0.4234,15.6,19.4,0.7973,111.4
1856,2020/2/12,GSW,PHO,L 106-112,240,39,77,0.506,28,46,0.609,11,31,0.355,17,19,0.895,106,42,91,0.462,28,54,0.519,14,37,0.378,14,15,0.933,112,39.5,88.9,0.4453,27.2,54.2,0.5026,12.3,34.7,0.3553,19.8,24.5,0.8029,111.1,44.8,89.7,0.5008,30.9,55.6,0.556,13.9,34.1,0.4155,18.2,22.7,0.8167,121.7
1857,2020/2/12,PHO,GSW,W 112-106,240,42,91,0.462,28,54,0.519,14,37,0.378,14,15,0.933,112,39,77,0.506,28,46,0.609,11,31,0.355,17,19,0.895,106,39.6,84.9,0.4699,29.7,57.9,0.5211,9.9,27,0.3655,20.9,24.3,0.8573,110,41.4,88.1,0.4694,30.9,56,0.5514,10.5,32.1,0.3324,19.2,24.4,0.7863,112.5
1858,2020/2/12,MIA,UTA,L 101-116,240,38,88,0.432,25,49,0.51,13,39,0.333,12,16,0.75,101,41,85,0.482,27,49,0.551,14,36,0.389,20,23,0.87,116,39.5,86.3,0.4597,25.1,49.2,0.5103,14.4,37.1,0.3961,20,24.9,0.8001,113.4,38.9,86.4,0.449,24.1,46.9,0.5157,14.8,39.5,0.3692,17,21.5,0.7719,109.6
1859,2020/2/12,UTA,MIA,W 116-101,240,41,85,0.482,27,49,0.551,14,36,0.389,20,23,0.87,116,38,88,0.432,25,49,0.51,13,39,0.333,12,16,0.75,101,41.5,86.6,0.4804,26.8,48.3,0.5569,14.7,38.3,0.3842,15.7,22,0.7315,113.4,41.4,89,0.4663,29.1,54.4,0.5412,12.3,34.6,0.3498,17.9,23.2,0.7546,113
1860,2020/2/11,BOS,HOU,L 105-116,240,37,85,0.435,26,53,0.491,11,32,0.344,20,25,0.8,105,33,77,0.429,20,32,0.625,13,45,0.289,37,42,0.881,116,41.4,86.1,0.4804,28.5,53.5,0.5306,12.9,32.6,0.3992,18.6,23.4,0.7966,114.3,36.1,84.8,0.4258,24.5,50.7,0.4842,11.6,34.1,0.3434,21.1,26.1,0.8091,104.9
1861,2020/2/11,HOU,BOS,W 116-105,240,33,77,0.429,20,32,0.625,13,45,0.289,37,42,0.881,116,37,85,0.435,26,53,0.491,11,32,0.344,20,25,0.8,105,41,91.9,0.4468,25.4,47.9,0.5316,15.6,44,0.3566,19.8,24.8,0.8079,117.4,43.5,88.6,0.4922,31.2,54.6,0.5767,12.3,34,0.3639,18.2,22.5,0.8088,117.5
1862,2020/2/11,NOP,POR,W 138-117,240,49,92,0.533,35,58,0.603,14,34,0.412,26,32,0.813,138,44,93,0.473,37,64,0.578,7,29,0.241,22,28,0.786,117,43.4,90.4,0.481,28.8,53.1,0.5426,14.6,37.3,0.3943,18.8,25.3,0.7426,120.2,43.8,96.3,0.4579,33.1,62.2,0.5327,10.7,34.1,0.3171,17,22.1,0.7777,115.3
1863,2020/2/11,POR,NOP,L 117-138,240,44,93,0.473,37,64,0.578,7,29,0.241,22,28,0.786,117,49,92,0.533,35,58,0.603,14,34,0.412,26,32,0.813,138,45,92.4,0.4876,29.1,55.5,0.5241,15.9,36.9,0.4319,16.3,20.6,0.7814,122.2,44,95.7,0.4617,29.3,58.5,0.499,14.7,37.2,0.3925,16.7,21.3,0.8024,119.4
1864,2020/2/11,OKC,SAS,L 106-114,240,39,85,0.459,28,54,0.519,11,31,0.355,17,21,0.81,106,41,84,0.488,34,59,0.576,7,25,0.28,25,27,0.926,114,41.1,84.8,0.4872,30.6,57.7,0.531,10.5,27.1,0.3904,21.4,25.8,0.8366,114.1,40.5,89.9,0.4512,28,51.4,0.5439,12.5,38.5,0.3292,13.1,17.7,0.7146,106.6
1865,2020/2/11,SAS,OKC,W 114-106,240,41,84,0.488,34,59,0.576,7,25,0.28,25,27,0.926,114,39,85,0.459,28,54,0.519,11,31,0.355,17,21,0.81,106,39.9,85.5,0.4674,29.2,56.1,0.5214,10.7,29.4,0.3601,19.6,24.4,0.7916,110.1,42.2,87,0.4863,28.2,51.8,0.5438,14,35.2,0.3999,16,21.3,0.7637,114.4
1866,2020/2/11,LAC,PHI,L 103-110,240,40,90,0.444,26,59,0.441,14,31,0.452,9,13,0.692,103,44,95,0.463,36,68,0.529,8,27,0.296,14,21,0.667,110,40.7,89,0.4575,28.1,55.8,0.5084,12.6,33.2,0.3698,20.4,25.9,0.7957,114.4,39.4,93.1,0.4241,26.2,54.1,0.4921,13.2,39,0.3306,18.3,24,0.7597,110.3
1867,2020/2/11,PHI,LAC,W 110-103,240,44,95,0.463,36,68,0.529,8,27,0.296,14,21,0.667,110,40,90,0.444,26,59,0.441,14,31,0.452,9,13,0.692,103,38.9,86,0.4539,26.1,50.7,0.5149,12.8,35.3,0.3652,18.5,25.2,0.7196,109.1,40.4,85.7,0.4721,29.5,53.7,0.5532,10.9,32,0.336,20.6,27.3,0.7429,112.3
1868,2020/2/11,CHI,WAS,L 114-126,240,44,92,0.478,28,53,0.528,16,39,0.41,10,14,0.714,114,48,89,0.539,37,57,0.649,11,32,0.344,19,24,0.792,126,40.1,87.5,0.4586,28.6,51.4,0.5547,11.5,36.1,0.3221,16.3,21.5,0.7577,108,43.5,83.4,0.5221,31.1,52,0.6004,12.4,31.4,0.3952,16,23.4,0.6899,115.4
1869,2020/2/11,WAS,CHI,W 126-114,240,48,89,0.539,37,57,0.649,11,32,0.344,19,24,0.792,126,44,92,0.478,28,53,0.528,16,39,0.41,10,14,0.714,114,43.2,90.7,0.4788,31.1,57.8,0.5424,12.1,32.9,0.368,20.7,25.4,0.8046,119.2,43.9,92.6,0.4755,30.6,57.7,0.5298,13.3,34.9,0.38,20.1,25.9,0.7575,121.2
1870,2020/2/10,DAL,UTA,L 119-123,240,39,83,0.47,24,40,0.6,15,43,0.349,26,31,0.839,119,46,78,0.59,31,43,0.721,15,35,0.429,16,21,0.762,123,41.1,91.4,0.4504,24.5,50.4,0.4861,16.6,41,0.4026,16,19.5,0.8129,114.8,42.7,90.5,0.4722,28.7,55.4,0.5159,14,35.1,0.3978,14.4,18,0.7953,113.8
1871,2020/2/10,UTA,DAL,W 123-119,240,46,78,0.59,31,43,0.721,15,35,0.429,16,21,0.762,123,39,83,0.47,24,40,0.6,15,43,0.349,26,31,0.839,119,41.6,87.5,0.4754,27.2,49.6,0.5473,14.4,37.9,0.38,15.3,21.1,0.7553,112.9,41.4,90,0.4612,29.9,57.1,0.529,11.5,32.9,0.3418,15.6,20.8,0.7136,109.9
1872,2020/2/10,DEN,SAS,W 127-120,240,45,80,0.563,27,45,0.6,18,35,0.514,19,23,0.826,127,41,85,0.482,25,53,0.472,16,32,0.5,22,25,0.88,120,42.4,92,0.4623,29.7,58.1,0.5079,12.7,33.9,0.3695,15.4,18.9,0.8253,112.9,40.3,87.2,0.4629,28.6,55.5,0.512,11.7,31.7,0.3699,16.3,22.5,0.7102,108.6
1873,2020/2/10,SAS,DEN,L 120-127,240,41,85,0.482,25,53,0.472,16,32,0.5,22,25,0.88,120,45,80,0.563,27,45,0.6,18,35,0.514,19,23,0.826,127,40.3,85.9,0.4698,30.1,57,0.529,10.2,28.9,0.3508,19.4,24.4,0.7836,110.2,41.6,87.4,0.4764,28,52.1,0.5359,13.6,35.3,0.3874,16.6,22.2,0.7592,113.4
1874,2020/2/10,CHO,DET,W 87-76,240,33,88,0.375,24,52,0.462,9,36,0.25,12,14,0.857,87,29,82,0.354,22,47,0.468,7,35,0.2,11,13,0.846,76,36.4,86.2,0.4215,25,51.9,0.4795,11.4,34.3,0.3297,14.6,19.6,0.7332,98.8,42.2,86.4,0.4894,28.7,50.9,0.5679,13.5,35.5,0.3837,13.8,18.7,0.7226,111.7
1875,2020/2/10,DET,CHO,L 76-87,240,29,82,0.354,22,47,0.468,7,35,0.2,11,13,0.846,76,33,88,0.375,24,52,0.462,9,36,0.25,12,14,0.857,87,39,88.6,0.4416,27.5,57,0.4859,11.5,31.6,0.3675,15.4,21.2,0.7192,104.9,42.9,86.3,0.4987,33.3,58.9,0.5682,9.6,27.4,0.3424,16.7,20.6,0.7965,112.1
1876,2020/2/10,GSW,MIA,L 101-113,240,30,77,0.39,19,43,0.442,11,34,0.324,30,34,0.882,101,43,87,0.494,31,54,0.574,12,33,0.364,15,21,0.714,113,40.8,90.6,0.452,28.4,55.3,0.5158,12.4,35.3,0.3529,17.9,22.2,0.8147,111.9,44.4,89.6,0.4967,30.8,55.7,0.5531,13.6,33.9,0.4081,17.5,21.9,0.8068,119.9
1877,2020/2/10,MIA,GSW,W 113-101,240,43,87,0.494,31,54,0.574,12,33,0.364,15,21,0.714,113,30,77,0.39,19,43,0.442,11,34,0.324,30,34,0.882,101,39.4,85.9,0.4609,24.6,47.9,0.5163,14.8,38,0.3978,20.3,25,0.8105,113.9,40.3,89.3,0.4515,25.3,48.1,0.5279,15,41.2,0.3623,15.2,19.6,0.7637,110.8
