,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
745,2021/1/17,NYK,BOS,W 105-75,240,38,80,0.475,26,49,0.531,12,31,0.387,17,21,0.81,105,25,84,0.298,18,38,0.474,7,46,0.152,18,29,0.621,75
746,2021/1/17,CHI,DAL,W 117-101,240,43,85,0.506,36,60,0.6,7,25,0.28,24,33,0.727,117,41,93,0.441,33,62,0.532,8,31,0.258,11,19,0.579,101
747,2021/1/17,DAL,CHI,L 101-117,240,41,93,0.441,33,62,0.532,8,31,0.258,11,19,0.579,101,43,85,0.506,36,60,0.6,7,25,0.28,24,33,0.727,117
748,2021/1/17,DEN,UTA,L 105-109,240,40,100,0.4,26,63,0.413,14,37,0.378,11,15,0.733,105,39,76,0.513,24,39,0.615,15,37,0.405,16,28,0.571,109
749,2021/1/17,UTA,DEN,W 109-105,240,39,76,0.513,24,39,0.615,15,37,0.405,16,28,0.571,109,40,100,0.4,26,63,0.413,14,37,0.378,11,15,0.733,105
750,2021/1/17,IND,LAC,L 96-129,240,37,89,0.416,26,51,0.51,11,38,0.289,11,16,0.688,96,48,87,0.552,29,48,0.604,19,39,0.487,14,20,0.7,129
751,2021/1/17,LAC,IND,W 129-96,240,48,87,0.552,29,48,0.604,19,39,0.487,14,20,0.7,129,37,89,0.416,26,51,0.51,11,38,0.289,11,16,0.688,96
752,2021/1/17,NOP,SAC,W 128-123,240,45,85,0.529,34,63,0.54,11,22,0.5,27,34,0.794,128,47,91,0.516,34,52,0.654,13,39,0.333,16,18,0.889,123
753,2021/1/17,SAC,NOP,L 123-128,240,47,91,0.516,34,52,0.654,13,39,0.333,16,18,0.889,123,45,85,0.529,34,63,0.54,11,22,0.5,27,34,0.794,128
754,2021/1/16,BRK,ORL,W 122-115,240,42,78,0.538,26,43,0.605,16,35,0.457,22,25,0.88,122,44,95,0.463,30,49,0.612,14,46,0.304,13,16,0.813,115
755,2021/1/16,ORL,BRK,L 115-122,240,44,95,0.463,30,49,0.612,14,46,0.304,13,16,0.813,115,42,78,0.538,26,43,0.605,16,35,0.457,22,25,0.88,122
756,2021/1/16,MEM,PHI,W 106-104,240,43,99,0.434,35,70,0.5,8,29,0.276,12,18,0.667,106,37,84,0.44,30,59,0.508,7,25,0.28,23,32,0.719,104
757,2021/1/16,PHI,MEM,L 104-106,240,37,84,0.44,30,59,0.508,7,25,0.28,23,32,0.719,104,43,99,0.434,35,70,0.5,8,29,0.276,12,18,0.667,106
758,2021/1/16,DET,MIA,W 120-100,240,46,91,0.505,28,45,0.622,18,46,0.391,10,15,0.667,120,32,67,0.478,20,38,0.526,12,29,0.414,24,27,0.889,100
759,2021/1/16,MIA,DET,L 100-120,240,32,67,0.478,20,38,0.526,12,29,0.414,24,27,0.889,100,46,91,0.505,28,45,0.622,18,46,0.391,10,15,0.667,120
760,2021/1/16,ATL,POR,L 106-112,240,38,87,0.437,32,57,0.561,6,30,0.2,24,28,0.857,106,40,103,0.388,25,59,0.424,15,44,0.341,17,20,0.85,112
761,2021/1/16,POR,ATL,W 112-106,240,40,103,0.388,25,59,0.424,15,44,0.341,17,20,0.85,112,38,87,0.437,32,57,0.561,6,30,0.2,24,28,0.857,106
762,2021/1/16,HOU,SAS,L 91-103,240,31,84,0.369,19,52,0.365,12,32,0.375,17,27,0.63,91,40,100,0.4,35,76,0.461,5,24,0.208,18,23,0.783,103
763,2021/1/16,SAS,HOU,W 103-91,240,40,100,0.4,35,76,0.461,5,24,0.208,18,23,0.783,103,31,84,0.369,19,52,0.365,12,32,0.375,17,27,0.63,91
764,2021/1/16,CHO,TOR,L 113-116,240,38,87,0.437,23,51,0.451,15,36,0.417,22,29,0.759,113,36,86,0.419,15,37,0.405,21,49,0.429,23,26,0.885,116
765,2021/1/16,TOR,CHO,W 116-113,240,36,86,0.419,15,37,0.405,21,49,0.429,23,26,0.885,116,38,87,0.437,23,51,0.451,15,36,0.417,22,29,0.759,113
766,2021/1/15,BOS,ORL,W 124-97,240,45,88,0.511,28,46,0.609,17,42,0.405,17,19,0.895,124,38,94,0.404,31,66,0.47,7,28,0.25,14,22,0.636,97
767,2021/1/15,ORL,BOS,L 97-124,240,38,94,0.404,31,66,0.47,7,28,0.25,14,22,0.636,97,45,88,0.511,28,46,0.609,17,42,0.405,17,19,0.895,124
768,2021/1/15,CLE,NYK,W 106-103,240,36,79,0.456,27,52,0.519,9,27,0.333,25,34,0.735,106,40,82,0.488,31,57,0.544,9,25,0.36,14,16,0.875,103
769,2021/1/15,NYK,CLE,L 103-106,240,40,82,0.488,31,57,0.544,9,25,0.36,14,16,0.875,103,36,79,0.456,27,52,0.519,9,27,0.333,25,34,0.735,106
770,2021/1/15,LAL,NOP,W 112-95,240,39,93,0.419,24,56,0.429,15,37,0.405,19,26,0.731,112,41,86,0.477,32,57,0.561,9,29,0.31,4,8,0.5,95
771,2021/1/15,NOP,LAL,L 95-112,240,41,86,0.477,32,57,0.561,9,29,0.31,4,8,0.5,95,39,93,0.419,24,56,0.429,15,37,0.405,19,26,0.731,112
772,2021/1/15,DAL,MIL,L 109-112,240,45,97,0.464,32,61,0.525,13,36,0.361,6,13,0.462,109,43,96,0.448,29,59,0.492,14,37,0.378,12,25,0.48,112
773,2021/1/15,MIL,DAL,W 112-109,240,43,96,0.448,29,59,0.492,14,37,0.378,12,25,0.48,112,45,97,0.464,32,61,0.525,13,36,0.361,6,13,0.462,109
774,2021/1/15,CHI,OKC,L 125-127 (OT),265,43,91,0.473,22,45,0.489,21,46,0.457,18,25,0.72,125,48,105,0.457,33,60,0.55,15,45,0.333,16,24,0.667,127
775,2021/1/15,OKC,CHI,W 127-125 (OT),265,48,105,0.457,33,60,0.55,15,45,0.333,16,24,0.667,127,43,91,0.473,22,45,0.489,21,46,0.457,18,25,0.72,125
776,2021/1/15,LAC,SAC,W 138-100,240,52,89,0.584,34,54,0.63,18,35,0.514,16,20,0.8,138,40,85,0.471,32,59,0.542,8,26,0.308,12,17,0.706,100
777,2021/1/15,SAC,LAC,L 100-138,240,40,85,0.471,32,59,0.542,8,26,0.308,12,17,0.706,100,52,89,0.584,34,54,0.63,18,35,0.514,16,20,0.8,138
778,2021/1/15,ATL,UTA,L 92-116,240,38,92,0.413,33,64,0.516,5,28,0.179,11,15,0.733,92,43,92,0.467,23,48,0.479,20,44,0.455,10,14,0.714,116
779,2021/1/15,UTA,ATL,W 116-92,240,43,92,0.467,23,48,0.479,20,44,0.455,10,14,0.714,116,38,92,0.413,33,64,0.516,5,28,0.179,11,15,0.733,92
780,2021/1/14,DEN,GSW,W 114-104,240,41,90,0.456,30,53,0.566,11,37,0.297,21,27,0.778,114,38,81,0.469,27,52,0.519,11,29,0.379,17,24,0.708,104
781,2021/1/14,GSW,DEN,L 104-114,240,38,81,0.469,27,52,0.519,11,29,0.379,17,24,0.708,104,41,90,0.456,30,53,0.566,11,37,0.297,21,27,0.778,114
782,2021/1/14,MIA,PHI,L 108-125,240,40,81,0.494,28,47,0.596,12,34,0.353,16,26,0.615,108,44,82,0.537,27,45,0.6,17,37,0.459,20,24,0.833,125
783,2021/1/14,PHI,MIA,W 125-108,240,44,82,0.537,27,45,0.6,17,37,0.459,20,24,0.833,125,40,81,0.494,28,47,0.596,12,34,0.353,16,26,0.615,108
784,2021/1/14,IND,POR,W 111-87,240,44,92,0.478,35,62,0.565,9,30,0.3,14,18,0.778,111,32,87,0.368,19,44,0.432,13,43,0.302,10,10,1,87
785,2021/1/14,POR,IND,L 87-111,240,32,87,0.368,19,44,0.432,13,43,0.302,10,10,1,87,44,92,0.478,35,62,0.565,9,30,0.3,14,18,0.778,111
786,2021/1/14,HOU,SAS,W 109-105,240,42,86,0.488,29,53,0.547,13,33,0.394,12,19,0.632,109,42,92,0.457,33,61,0.541,9,31,0.29,12,16,0.75,105
787,2021/1/14,SAS,HOU,L 105-109,240,42,92,0.457,33,61,0.541,9,31,0.29,12,16,0.75,105,42,86,0.488,29,53,0.547,13,33,0.394,12,19,0.632,109
788,2021/1/14,CHO,TOR,L 108-111,240,42,87,0.483,27,52,0.519,15,35,0.429,9,12,0.75,108,40,88,0.455,20,38,0.526,20,50,0.4,11,13,0.846,111
789,2021/1/14,TOR,CHO,W 111-108,240,40,88,0.455,20,38,0.526,20,50,0.4,11,13,0.846,111,42,87,0.483,27,52,0.519,15,35,0.429,9,12,0.75,108
790,2021/1/13,CHO,DAL,L 93-104,240,38,100,0.38,28,62,0.452,10,38,0.263,7,14,0.5,93,40,96,0.417,25,50,0.5,15,46,0.326,9,16,0.563,104
791,2021/1/13,DAL,CHO,W 104-93,240,40,96,0.417,25,50,0.5,15,46,0.326,9,16,0.563,104,38,100,0.38,28,62,0.452,10,38,0.263,7,14,0.5,93
792,2021/1/13,DET,MIL,L 101-110,240,36,92,0.391,22,57,0.386,14,35,0.4,15,22,0.682,101,41,85,0.482,22,42,0.524,19,43,0.442,9,14,0.643,110
793,2021/1/13,MIL,DET,W 110-101,240,41,85,0.482,22,42,0.524,19,43,0.442,9,14,0.643,110,36,92,0.391,22,57,0.386,14,35,0.4,15,22,0.682,101
794,2021/1/13,LAC,NOP,W 111-106,240,35,74,0.473,17,37,0.459,18,37,0.486,23,27,0.852,111,42,88,0.477,32,60,0.533,10,28,0.357,12,16,0.75,106
795,2021/1/13,NOP,LAC,L 106-111,240,42,88,0.477,32,60,0.533,10,28,0.357,12,16,0.75,106,35,74,0.473,17,37,0.459,18,37,0.486,23,27,0.852,111
796,2021/1/13,MEM,MIN,W 118-107,240,50,106,0.472,42,81,0.519,8,25,0.32,10,13,0.769,118,39,90,0.433,30,53,0.566,9,37,0.243,20,24,0.833,107
797,2021/1/13,MIN,MEM,L 107-118,240,39,90,0.433,30,53,0.566,9,37,0.243,20,24,0.833,107,50,106,0.472,42,81,0.519,8,25,0.32,10,13,0.769,118
798,2021/1/13,BRK,NYK,W 116-109,240,44,91,0.484,28,51,0.549,16,40,0.4,12,17,0.706,116,44,92,0.478,33,64,0.516,11,28,0.393,10,12,0.833,109
799,2021/1/13,NYK,BRK,L 109-116,240,44,92,0.478,33,64,0.516,11,28,0.393,10,12,0.833,109,44,91,0.484,28,51,0.549,16,40,0.4,12,17,0.706,116
800,2021/1/13,LAL,OKC,W 128-99,240,47,95,0.495,30,58,0.517,17,37,0.459,17,22,0.773,128,37,86,0.43,27,55,0.491,10,31,0.323,15,19,0.789,99
801,2021/1/13,OKC,LAL,L 99-128,240,37,86,0.43,27,55,0.491,10,31,0.323,15,19,0.789,99,47,95,0.495,30,58,0.517,17,37,0.459,17,22,0.773,128
802,2021/1/13,POR,SAC,W 132-126,240,44,90,0.489,21,42,0.5,23,48,0.479,21,27,0.778,132,44,84,0.524,25,46,0.543,19,38,0.5,19,26,0.731,126
803,2021/1/13,SAC,POR,L 126-132,240,44,84,0.524,25,46,0.543,19,38,0.5,19,26,0.731,126,44,90,0.489,21,42,0.5,23,48,0.479,21,27,0.778,132
804,2021/1/12,BRK,DEN,W 122-116,240,48,79,0.608,32,47,0.681,16,32,0.5,10,15,0.667,122,44,88,0.5,26,51,0.51,18,37,0.486,10,16,0.625,116
805,2021/1/12,DEN,BRK,L 116-122,240,44,88,0.5,26,51,0.51,18,37,0.486,10,16,0.625,116,48,79,0.608,32,47,0.681,16,32,0.5,10,15,0.667,122
806,2021/1/12,CLE,UTA,L 87-117,240,35,90,0.389,27,59,0.458,8,31,0.258,9,14,0.643,87,42,84,0.5,18,39,0.462,24,45,0.533,9,12,0.75,117
807,2021/1/12,UTA,CLE,W 117-87,240,42,84,0.5,18,39,0.462,24,45,0.533,9,12,0.75,117,35,90,0.389,27,59,0.458,8,31,0.258,9,14,0.643,87
808,2021/1/12,GSW,IND,L 95-104,240,34,89,0.382,21,51,0.412,13,38,0.342,14,22,0.636,95,39,88,0.443,30,60,0.5,9,28,0.321,17,25,0.68,104
809,2021/1/12,IND,GSW,W 104-95,240,39,88,0.443,30,60,0.5,9,28,0.321,17,25,0.68,104,34,89,0.382,21,51,0.412,13,38,0.342,14,22,0.636,95
810,2021/1/12,HOU,LAL,L 100-117,240,38,97,0.392,26,57,0.456,12,40,0.3,12,16,0.75,100,42,84,0.5,28,52,0.538,14,32,0.438,19,27,0.704,117
811,2021/1/12,LAL,HOU,W 117-100,240,42,84,0.5,28,52,0.538,14,32,0.438,19,27,0.704,117,38,97,0.392,26,57,0.456,12,40,0.3,12,16,0.75,100
812,2021/1/12,OKC,SAS,L 102-112,240,36,83,0.434,29,57,0.509,7,26,0.269,23,29,0.793,102,41,95,0.432,31,60,0.517,10,35,0.286,20,22,0.909,112
813,2021/1/12,SAS,OKC,W 112-102,240,41,95,0.432,31,60,0.517,10,35,0.286,20,22,0.909,112,36,83,0.434,29,57,0.509,7,26,0.269,23,29,0.793,102
814,2021/1/12,MIA,PHI,L 134-137 (OT),265,48,104,0.462,29,48,0.604,19,56,0.339,19,24,0.792,134,50,102,0.49,31,47,0.66,19,55,0.345,18,25,0.72,137
815,2021/1/12,PHI,MIA,W 137-134 (OT),265,50,102,0.49,31,47,0.66,19,55,0.345,18,25,0.72,137,48,104,0.462,29,48,0.604,19,56,0.339,19,24,0.792,134
816,2021/1/11,ATL,PHI,W 112-94,240,37,99,0.374,20,55,0.364,17,44,0.386,21,27,0.778,112,37,92,0.402,29,56,0.518,8,36,0.222,12,13,0.923,94
817,2021/1/11,PHI,ATL,L 94-112,240,37,92,0.402,29,56,0.518,8,36,0.222,12,13,0.923,94,37,99,0.374,20,55,0.364,17,44,0.386,21,27,0.778,112
818,2021/1/11,CHO,NYK,W 109-88,240,38,78,0.487,25,46,0.543,13,32,0.406,20,23,0.87,109,34,87,0.391,25,50,0.5,9,37,0.243,11,17,0.647,88
819,2021/1/11,NYK,CHO,L 88-109,240,34,87,0.391,25,50,0.5,9,37,0.243,11,17,0.647,88,38,78,0.487,25,46,0.543,13,32,0.406,20,23,0.87,109
820,2021/1/11,CLE,MEM,L 91-101,240,37,82,0.451,26,56,0.464,11,26,0.423,6,14,0.429,91,40,78,0.513,35,58,0.603,5,20,0.25,16,21,0.762,101
821,2021/1/11,MEM,CLE,W 101-91,240,40,78,0.513,35,58,0.603,5,20,0.25,16,21,0.762,101,37,82,0.451,26,56,0.464,11,26,0.423,6,14,0.429,91
822,2021/1/11,MIL,ORL,W 121-99,240,46,91,0.505,33,56,0.589,13,35,0.371,16,20,0.8,121,39,91,0.429,28,60,0.467,11,31,0.355,10,13,0.769,99
823,2021/1/11,ORL,MIL,L 99-121,240,39,91,0.429,28,60,0.467,11,31,0.355,10,13,0.769,99,46,91,0.505,33,56,0.589,13,35,0.371,16,20,0.8,121
824,2021/1/11,POR,TOR,W 112-111,240,38,83,0.458,24,41,0.585,14,42,0.333,22,25,0.88,112,40,89,0.449,21,42,0.5,19,47,0.404,12,12,1,111
825,2021/1/11,TOR,POR,L 111-112,240,40,89,0.449,21,42,0.5,19,47,0.404,12,12,1,111,38,83,0.458,24,41,0.585,14,42,0.333,22,25,0.88,112
826,2021/1/11,IND,SAC,L 122-127,240,47,97,0.485,34,58,0.586,13,39,0.333,15,18,0.833,122,47,84,0.56,32,52,0.615,15,32,0.469,18,23,0.783,127
827,2021/1/11,SAC,IND,W 127-122,240,47,84,0.56,32,52,0.615,15,32,0.469,18,23,0.783,127,47,97,0.485,34,58,0.586,13,39,0.333,15,18,0.833,122
828,2021/1/11,PHO,WAS,L 107-128,240,39,87,0.448,35,60,0.583,4,27,0.148,25,30,0.833,107,48,92,0.522,33,58,0.569,15,34,0.441,17,28,0.607,128
829,2021/1/11,WAS,PHO,W 128-107,240,48,92,0.522,33,58,0.569,15,34,0.441,17,28,0.607,128,39,87,0.448,35,60,0.583,4,27,0.148,25,30,0.833,107
830,2021/1/10,BRK,OKC,L 116-129,240,43,85,0.506,33,51,0.647,10,34,0.294,20,24,0.833,116,49,90,0.544,34,51,0.667,15,39,0.385,16,17,0.941,129
831,2021/1/10,OKC,BRK,W 129-116,240,49,90,0.544,34,51,0.667,15,39,0.385,16,17,0.941,129,43,85,0.506,33,51,0.647,10,34,0.294,20,24,0.833,116
832,2021/1/10,DET,UTA,L 86-96,240,29,87,0.333,19,45,0.422,10,42,0.238,18,21,0.857,86,35,82,0.427,24,47,0.511,11,35,0.314,15,22,0.682,96
833,2021/1/10,UTA,DET,W 96-86,240,35,82,0.427,24,47,0.511,11,35,0.314,15,22,0.682,96,29,87,0.333,19,45,0.422,10,42,0.238,18,21,0.857,86
834,2021/1/10,GSW,TOR,W 106-105,240,38,93,0.409,25,47,0.532,13,46,0.283,17,19,0.895,106,39,96,0.406,26,58,0.448,13,38,0.342,14,22,0.636,105
835,2021/1/10,TOR,GSW,L 105-106,240,39,96,0.406,26,58,0.448,13,38,0.342,14,22,0.636,105,38,93,0.409,25,47,0.532,13,46,0.283,17,19,0.895,106
836,2021/1/10,HOU,LAL,L 102-120,240,37,90,0.411,25,49,0.51,12,41,0.293,16,23,0.696,102,46,91,0.505,36,62,0.581,10,29,0.345,18,24,0.75,120
837,2021/1/10,LAL,HOU,W 120-102,240,46,91,0.505,36,62,0.581,10,29,0.345,18,24,0.75,120,37,90,0.411,25,49,0.51,12,41,0.293,16,23,0.696,102
838,2021/1/10,CHI,LAC,L 127-130,240,47,77,0.61,29,44,0.659,18,33,0.545,15,17,0.882,127,45,92,0.489,25,54,0.463,20,38,0.526,20,25,0.8,130
839,2021/1/10,LAC,CHI,W 130-127,240,45,92,0.489,25,54,0.463,20,38,0.526,20,25,0.8,130,47,77,0.61,29,44,0.659,18,33,0.545,15,17,0.882,127
840,2021/1/10,MIN,SAS,W 96-88,240,34,81,0.42,25,55,0.455,9,26,0.346,19,23,0.826,96,36,94,0.383,28,64,0.438,8,30,0.267,8,14,0.571,88
841,2021/1/10,SAS,MIN,L 88-96,240,36,94,0.383,28,64,0.438,8,30,0.267,8,14,0.571,88,34,81,0.42,25,55,0.455,9,26,0.346,19,23,0.826,96
842,2021/1/10,DEN,NYK,W 114-89,240,45,84,0.536,30,49,0.612,15,35,0.429,9,12,0.75,114,32,74,0.432,26,53,0.491,6,21,0.286,19,25,0.76,89
843,2021/1/10,NYK,DEN,L 89-114,240,32,74,0.432,26,53,0.491,6,21,0.286,19,25,0.76,89,45,84,0.536,30,49,0.612,15,35,0.429,9,12,0.75,114
844,2021/1/9,ATL,CHO,L 105-113,240,34,89,0.382,20,44,0.455,14,45,0.311,23,28,0.821,105,40,77,0.519,25,44,0.568,15,33,0.455,18,24,0.75,113
845,2021/1/9,CHO,ATL,W 113-105,240,40,77,0.519,25,44,0.568,15,33,0.455,18,24,0.75,113,34,89,0.382,20,44,0.455,14,45,0.311,23,28,0.821,105
846,2021/1/9,DAL,ORL,W 112-98,240,39,79,0.494,19,39,0.487,20,40,0.5,14,18,0.778,112,38,89,0.427,32,58,0.552,6,31,0.194,16,22,0.727,98
847,2021/1/9,ORL,DAL,L 98-112,240,38,89,0.427,32,58,0.552,6,31,0.194,16,22,0.727,98,39,79,0.494,19,39,0.487,20,40,0.5,14,18,0.778,112
848,2021/1/9,IND,PHO,L 117-125,240,44,92,0.478,32,63,0.508,12,29,0.414,17,24,0.708,117,46,94,0.489,30,53,0.566,16,41,0.39,17,17,1,125
849,2021/1/9,PHO,IND,W 125-117,240,46,94,0.489,30,53,0.566,16,41,0.39,17,17,1,125,44,92,0.478,32,63,0.508,12,29,0.414,17,24,0.708,117
850,2021/1/9,CLE,MIL,L 90-100,240,36,87,0.414,29,61,0.475,7,26,0.269,11,16,0.688,90,37,84,0.44,25,48,0.521,12,36,0.333,14,18,0.778,100
851,2021/1/9,MIL,CLE,W 100-90,240,37,84,0.44,25,48,0.521,12,36,0.333,14,18,0.778,100,36,87,0.414,29,61,0.475,7,26,0.269,11,16,0.688,90
852,2021/1/9,MIN,SAS,L 122-125 (OT),265,48,96,0.5,33,66,0.5,15,30,0.5,11,17,0.647,122,44,101,0.436,31,69,0.449,13,32,0.406,24,29,0.828,125
853,2021/1/9,SAS,MIN,W 125-122 (OT),265,44,101,0.436,31,69,0.449,13,32,0.406,24,29,0.828,125,48,96,0.5,33,66,0.5,15,30,0.5,11,17,0.647,122
854,2021/1/9,DEN,PHI,W 115-103,240,45,90,0.5,33,57,0.579,12,33,0.364,13,15,0.867,115,43,103,0.417,32,68,0.471,11,35,0.314,6,10,0.6,103
855,2021/1/9,PHI,DEN,L 103-115,240,43,103,0.417,32,68,0.471,11,35,0.314,6,10,0.6,103,45,90,0.5,33,57,0.579,12,33,0.364,13,15,0.867,115
856,2021/1/9,POR,SAC,W 125-99,240,44,100,0.44,27,59,0.458,17,41,0.415,20,23,0.87,125,33,81,0.407,25,51,0.49,8,30,0.267,25,35,0.714,99
857,2021/1/9,SAC,POR,L 99-125,240,33,81,0.407,25,51,0.49,8,30,0.267,25,35,0.714,99,44,100,0.44,27,59,0.458,17,41,0.415,20,23,0.87,125
858,2021/1/9,MIA,WAS,W 128-124,240,46,93,0.495,30,50,0.6,16,43,0.372,20,26,0.769,128,44,99,0.444,29,59,0.492,15,40,0.375,21,28,0.75,124
859,2021/1/9,WAS,MIA,L 124-128,240,44,99,0.444,29,59,0.492,15,40,0.375,21,28,0.75,124,46,93,0.495,30,50,0.6,16,43,0.372,20,26,0.769,128
860,2021/1/8,BOS,WAS,W 116-107,240,41,86,0.477,29,54,0.537,12,32,0.375,22,30,0.733,116,41,88,0.466,30,59,0.508,11,29,0.379,14,16,0.875,107
861,2021/1/8,WAS,BOS,L 107-116,240,41,88,0.466,30,59,0.508,11,29,0.379,14,16,0.875,107,41,86,0.477,29,54,0.537,12,32,0.375,22,30,0.733,116
862,2021/1/8,DET,PHO,W 110-105 (OT),265,37,90,0.411,26,56,0.464,11,34,0.324,25,29,0.862,110,41,91,0.451,24,39,0.615,17,52,0.327,6,13,0.462,105
863,2021/1/8,PHO,DET,L 105-110 (OT),265,41,91,0.451,24,39,0.615,17,52,0.327,6,13,0.462,105,37,90,0.411,26,56,0.464,11,34,0.324,25,29,0.862,110
864,2021/1/8,GSW,LAC,W 115-105,240,40,82,0.488,20,41,0.488,20,41,0.488,15,18,0.833,115,40,83,0.482,26,52,0.5,14,31,0.452,11,13,0.846,105
865,2021/1/8,LAC,GSW,L 105-115,240,40,83,0.482,26,52,0.5,14,31,0.452,11,13,0.846,105,40,82,0.488,20,41,0.488,20,41,0.488,15,18,0.833,115
866,2021/1/8,HOU,ORL,W 132-90,240,51,91,0.56,29,44,0.659,22,47,0.468,8,11,0.727,132,34,89,0.382,26,60,0.433,8,29,0.276,14,16,0.875,90
867,2021/1/8,ORL,HOU,L 90-132,240,34,89,0.382,26,60,0.433,8,29,0.276,14,16,0.875,90,51,91,0.56,29,44,0.659,22,47,0.468,8,11,0.727,132
868,2021/1/8,CHI,LAL,L 115-117,240,46,91,0.505,36,65,0.554,10,26,0.385,13,14,0.929,115,41,81,0.506,29,52,0.558,12,29,0.414,23,27,0.852,117
869,2021/1/8,LAL,CHI,W 117-115,240,41,81,0.506,29,52,0.558,12,29,0.414,23,27,0.852,117,46,91,0.505,36,65,0.554,10,26,0.385,13,14,0.929,115
870,2021/1/8,BRK,MEM,L 110-115,240,38,81,0.469,24,50,0.48,14,31,0.452,20,21,0.952,110,45,98,0.459,32,66,0.485,13,32,0.406,12,14,0.857,115
871,2021/1/8,MEM,BRK,W 115-110,240,45,98,0.459,32,66,0.485,13,32,0.406,12,14,0.857,115,38,81,0.469,24,50,0.48,14,31,0.452,20,21,0.952,110
872,2021/1/8,MIL,UTA,L 118-131,240,44,98,0.449,31,56,0.554,13,42,0.31,17,21,0.81,118,49,97,0.505,24,44,0.545,25,53,0.472,8,13,0.615,131
873,2021/1/8,UTA,MIL,W 131-118,240,49,97,0.505,24,44,0.545,25,53,0.472,8,13,0.615,131,44,98,0.449,31,56,0.554,13,42,0.31,17,21,0.81,118
874,2021/1/8,CHO,NOP,W 118-110,240,41,87,0.471,25,45,0.556,16,42,0.381,20,25,0.8,118,38,77,0.494,23,39,0.59,15,38,0.395,19,26,0.731,110
875,2021/1/8,NOP,CHO,L 110-118,240,38,77,0.494,23,39,0.59,15,38,0.395,19,26,0.731,110,41,87,0.471,25,45,0.556,16,42,0.381,20,25,0.8,118
876,2021/1/8,NYK,OKC,L 89-101,240,34,96,0.354,25,69,0.362,9,27,0.333,12,20,0.6,89,38,87,0.437,27,53,0.509,11,34,0.324,14,21,0.667,101
877,2021/1/8,OKC,NYK,W 101-89,240,38,87,0.437,27,53,0.509,11,34,0.324,14,21,0.667,101,34,96,0.354,25,69,0.362,9,27,0.333,12,20,0.6,89
878,2021/1/8,SAC,TOR,L 123-144,240,46,81,0.568,31,47,0.66,15,34,0.441,16,28,0.571,123,53,91,0.582,33,52,0.635,20,39,0.513,18,22,0.818,144
879,2021/1/8,TOR,SAC,W 144-123,240,53,91,0.582,33,52,0.635,20,39,0.513,18,22,0.818,144,46,81,0.568,31,47,0.66,15,34,0.441,16,28,0.571,123
880,2021/1/7,BRK,PHI,W 122-109,240,44,97,0.454,29,60,0.483,15,37,0.405,19,29,0.655,122,41,87,0.471,32,61,0.525,9,26,0.346,18,20,0.9,109
881,2021/1/7,PHI,BRK,L 109-122,240,41,87,0.471,32,61,0.525,9,26,0.346,18,20,0.9,109,44,97,0.454,29,60,0.483,15,37,0.405,19,29,0.655,122
882,2021/1/7,DAL,DEN,W 124-117 (OT),265,42,87,0.483,26,47,0.553,16,40,0.4,24,31,0.774,124,43,97,0.443,28,53,0.528,15,44,0.341,16,21,0.762,117
883,2021/1/7,DEN,DAL,L 117-124 (OT),265,43,97,0.443,28,53,0.528,15,44,0.341,16,21,0.762,117,42,87,0.483,26,47,0.553,16,40,0.4,24,31,0.774,124
884,2021/1/7,LAL,SAS,L 109-118,240,43,86,0.5,33,56,0.589,10,30,0.333,13,21,0.619,109,43,92,0.467,27,57,0.474,16,35,0.457,16,17,0.941,118
885,2021/1/7,SAS,LAL,W 118-109,240,43,92,0.467,27,57,0.474,16,35,0.457,16,17,0.941,118,43,86,0.5,33,56,0.589,10,30,0.333,13,21,0.619,109
886,2021/1/7,CLE,MEM,W 94-90,240,36,79,0.456,23,49,0.469,13,30,0.433,9,16,0.563,94,36,83,0.434,25,52,0.481,11,31,0.355,7,8,0.875,90
887,2021/1/7,MEM,CLE,L 90-94,240,36,83,0.434,25,52,0.481,11,31,0.355,7,8,0.875,90,36,79,0.456,23,49,0.469,13,30,0.433,9,16,0.563,94
888,2021/1/7,MIN,POR,L 117-135,240,39,93,0.419,25,52,0.481,14,41,0.341,25,33,0.758,117,49,90,0.544,31,49,0.633,18,41,0.439,19,23,0.826,135
889,2021/1/7,POR,MIN,W 135-117,240,49,90,0.544,31,49,0.633,18,41,0.439,19,23,0.826,135,39,93,0.419,25,52,0.481,14,41,0.341,25,33,0.758,117
890,2021/1/6,ATL,CHO,L 94-102,240,36,96,0.375,29,56,0.518,7,40,0.175,15,18,0.833,94,32,85,0.376,21,49,0.429,11,36,0.306,27,33,0.818,102
891,2021/1/6,CHO,ATL,W 102-94,240,32,85,0.376,21,49,0.429,11,36,0.306,27,33,0.818,102,36,96,0.375,29,56,0.518,7,40,0.175,15,18,0.833,94
892,2021/1/6,GSW,LAC,L 101-108,240,39,86,0.453,31,56,0.554,8,30,0.267,15,19,0.789,101,36,81,0.444,25,47,0.532,11,34,0.324,25,25,1,108
893,2021/1/6,LAC,GSW,W 108-101,240,36,81,0.444,25,47,0.532,11,34,0.324,25,25,1,108,39,86,0.453,31,56,0.554,8,30,0.267,15,19,0.789,101
