,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
149,2021/2/27,WAS,MIN,W 128-112,240,44,98,0.449,31,65,0.477,13,33,0.394,27,34,0.794,128,41,95,0.432,30,60,0.5,11,35,0.314,19,29,0.655,112
150,2021/2/26,BOS,IND,W 118-112,240,42,82,0.512,33,60,0.55,9,22,0.409,25,29,0.862,118,35,89,0.393,20,43,0.465,15,46,0.326,27,29,0.931,112
151,2021/2/26,IND,BOS,L 112-118,240,35,89,0.393,20,43,0.465,15,46,0.326,27,29,0.931,112,42,82,0.512,33,60,0.55,9,22,0.409,25,29,0.862,118
152,2021/2/26,CHI,PHO,L 97-106,240,39,78,0.5,27,47,0.574,12,31,0.387,7,10,0.7,97,44,88,0.5,38,66,0.576,6,22,0.273,12,15,0.8,106
153,2021/2/26,PHO,CHI,W 106-97,240,44,88,0.5,38,66,0.576,6,22,0.273,12,15,0.8,106,39,78,0.5,27,47,0.574,12,31,0.387,7,10,0.7,97
154,2021/2/26,DET,SAC,L 107-110,240,37,82,0.451,25,49,0.51,12,33,0.364,21,32,0.656,107,37,89,0.416,30,57,0.526,7,32,0.219,29,41,0.707,110
155,2021/2/26,SAC,DET,W 110-107,240,37,89,0.416,30,57,0.526,7,32,0.219,29,41,0.707,110,37,82,0.451,25,49,0.51,12,33,0.364,21,32,0.656,107
156,2021/2/26,CHO,GSW,L 121-130,240,41,89,0.461,24,48,0.5,17,41,0.415,22,32,0.688,121,48,79,0.608,37,55,0.673,11,24,0.458,23,25,0.92,130
157,2021/2/26,GSW,CHO,W 130-121,240,48,79,0.608,37,55,0.673,11,24,0.458,23,25,0.92,130,41,89,0.461,24,48,0.5,17,41,0.415,22,32,0.688,121
158,2021/2/26,LAL,POR,W 102-93,240,37,88,0.42,30,61,0.492,7,27,0.259,21,28,0.75,102,32,83,0.386,21,46,0.457,11,37,0.297,18,20,0.9,93
159,2021/2/26,POR,LAL,L 93-102,240,32,83,0.386,21,46,0.457,11,37,0.297,18,20,0.9,93,37,88,0.42,30,61,0.492,7,27,0.259,21,28,0.75,102
160,2021/2/26,LAC,MEM,W 119-99,240,44,80,0.55,30,45,0.667,14,35,0.4,17,18,0.944,119,39,97,0.402,30,69,0.435,9,28,0.321,12,16,0.75,99
161,2021/2/26,MEM,LAC,L 99-119,240,39,97,0.402,30,69,0.435,9,28,0.321,12,16,0.75,99,44,80,0.55,30,45,0.667,14,35,0.4,17,18,0.944,119
162,2021/2/26,MIA,UTA,W 124-116,240,44,86,0.512,30,55,0.545,14,31,0.452,22,25,0.88,124,40,94,0.426,25,48,0.521,15,46,0.326,21,23,0.913,116
163,2021/2/26,UTA,MIA,L 116-124,240,40,94,0.426,25,48,0.521,15,46,0.326,21,23,0.913,116,44,86,0.512,30,55,0.545,14,31,0.452,22,25,0.88,124
164,2021/2/26,ATL,OKC,L 109-118,240,43,97,0.443,31,57,0.544,12,40,0.3,11,17,0.647,109,46,88,0.523,30,46,0.652,16,42,0.381,10,16,0.625,118
165,2021/2/26,OKC,ATL,W 118-109,240,46,88,0.523,30,46,0.652,16,42,0.381,10,16,0.625,118,43,97,0.443,31,57,0.544,12,40,0.3,11,17,0.647,109
166,2021/2/26,HOU,TOR,L 111-122,240,39,91,0.429,23,44,0.523,16,47,0.34,17,20,0.85,111,40,89,0.449,24,48,0.5,16,41,0.39,26,27,0.963,122
167,2021/2/26,TOR,HOU,W 122-111,240,40,89,0.449,24,48,0.5,16,41,0.39,26,27,0.963,122,39,91,0.429,23,44,0.523,16,47,0.34,17,20,0.85,111
168,2021/2/25,BRK,ORL,W 129-92,240,49,92,0.533,29,47,0.617,20,45,0.444,11,14,0.786,129,35,87,0.402,26,51,0.51,9,36,0.25,13,15,0.867,92
169,2021/2/25,ORL,BRK,L 92-129,240,35,87,0.402,26,51,0.51,9,36,0.25,13,15,0.867,92,49,92,0.533,29,47,0.617,20,45,0.444,11,14,0.786,129
170,2021/2/25,DEN,WAS,L 110-112,240,37,85,0.435,22,47,0.468,15,38,0.395,21,24,0.875,110,41,86,0.477,33,60,0.55,8,26,0.308,22,25,0.88,112
171,2021/2/25,WAS,DEN,W 112-110,240,41,86,0.477,33,60,0.55,8,26,0.308,22,25,0.88,112,37,85,0.435,22,47,0.468,15,38,0.395,21,24,0.875,110
172,2021/2/25,LAC,MEM,L 94-122,240,34,84,0.405,22,50,0.44,12,34,0.353,14,16,0.875,94,50,92,0.543,39,73,0.534,11,19,0.579,11,16,0.688,122
173,2021/2/25,MEM,LAC,W 122-94,240,50,92,0.543,39,73,0.534,11,19,0.579,11,16,0.688,122,34,84,0.405,22,50,0.44,12,34,0.353,14,16,0.875,94
174,2021/2/25,MIL,NOP,W 129-125,240,52,96,0.542,39,65,0.6,13,31,0.419,12,16,0.75,129,51,102,0.5,38,63,0.603,13,39,0.333,10,14,0.714,125
175,2021/2/25,NOP,MIL,L 125-129,240,51,102,0.5,38,63,0.603,13,39,0.333,10,14,0.714,125,52,96,0.542,39,65,0.6,13,31,0.419,12,16,0.75,129
176,2021/2/25,NYK,SAC,W 140-121,240,51,87,0.586,32,51,0.627,19,36,0.528,19,21,0.905,140,42,85,0.494,30,50,0.6,12,35,0.343,25,33,0.758,121
177,2021/2/25,SAC,NYK,L 121-140,240,42,85,0.494,30,50,0.6,12,35,0.343,25,33,0.758,121,51,87,0.586,32,51,0.627,19,36,0.528,19,21,0.905,140
178,2021/2/25,DAL,PHI,L 97-111,240,32,78,0.41,19,44,0.432,13,34,0.382,20,23,0.87,97,39,90,0.433,27,61,0.443,12,29,0.414,21,25,0.84,111
179,2021/2/25,PHI,DAL,W 111-97,240,39,90,0.433,27,61,0.443,12,29,0.414,21,25,0.84,111,32,78,0.41,19,44,0.432,13,34,0.382,20,23,0.87,97
180,2021/2/24,ATL,BOS,W 127-112,240,45,85,0.529,22,43,0.512,23,42,0.548,14,17,0.824,127,42,95,0.442,34,64,0.531,8,31,0.258,20,23,0.87,112
181,2021/2/24,BOS,ATL,L 112-127,240,42,95,0.442,34,64,0.531,8,31,0.258,20,23,0.87,112,45,85,0.529,22,43,0.512,23,42,0.548,14,17,0.824,127
182,2021/2/24,CHI,MIN,W 133-126 (OT),265,55,93,0.591,45,68,0.662,10,25,0.4,13,16,0.813,133,47,104,0.452,35,66,0.53,12,38,0.316,20,21,0.952,126
183,2021/2/24,MIN,CHI,L 126-133 (OT),265,47,104,0.452,35,66,0.53,12,38,0.316,20,21,0.952,126,55,93,0.591,45,68,0.662,10,25,0.4,13,16,0.813,133
184,2021/2/24,CLE,HOU,W 112-96,240,43,85,0.506,27,49,0.551,16,36,0.444,10,15,0.667,112,36,90,0.4,26,57,0.456,10,33,0.303,14,17,0.824,96
185,2021/2/24,HOU,CLE,L 96-112,240,36,90,0.4,26,57,0.456,10,33,0.303,14,17,0.824,96,43,85,0.506,27,49,0.551,16,36,0.444,10,15,0.667,112
186,2021/2/24,GSW,IND,W 111-107,240,39,83,0.47,34,57,0.596,5,26,0.192,28,31,0.903,111,37,81,0.457,30,52,0.577,7,29,0.241,26,32,0.813,107
187,2021/2/24,IND,GSW,L 107-111,240,37,81,0.457,30,52,0.577,7,29,0.241,26,32,0.813,107,39,83,0.47,34,57,0.596,5,26,0.192,28,31,0.903,111
188,2021/2/24,MIA,TOR,W 116-108,240,37,80,0.463,20,42,0.476,17,38,0.447,25,29,0.862,116,37,74,0.5,17,30,0.567,20,44,0.455,14,17,0.824,108
189,2021/2/24,TOR,MIA,L 108-116,240,37,74,0.5,17,30,0.567,20,44,0.455,14,17,0.824,108,37,80,0.463,20,42,0.476,17,38,0.447,25,29,0.862,116
190,2021/2/24,DET,NOP,L 118-128,240,47,89,0.528,34,53,0.642,13,36,0.361,11,16,0.688,118,50,90,0.556,40,67,0.597,10,23,0.435,18,29,0.621,128
191,2021/2/24,NOP,DET,W 128-118,240,50,90,0.556,40,67,0.597,10,23,0.435,18,29,0.621,128,47,89,0.528,34,53,0.642,13,36,0.361,11,16,0.688,118
192,2021/2/24,OKC,SAS,W 102-99,240,37,89,0.416,19,45,0.422,18,44,0.409,10,11,0.909,102,40,86,0.465,31,61,0.508,9,25,0.36,10,15,0.667,99
193,2021/2/24,SAS,OKC,L 99-102,240,40,86,0.465,31,61,0.508,9,25,0.36,10,15,0.667,99,37,89,0.416,19,45,0.422,18,44,0.409,10,11,0.909,102
194,2021/2/24,CHO,PHO,W 124-121,240,43,88,0.489,30,52,0.577,13,36,0.361,25,27,0.926,124,44,87,0.506,30,49,0.612,14,38,0.368,19,27,0.704,121
195,2021/2/24,PHO,CHO,L 121-124,240,44,87,0.506,30,49,0.612,14,38,0.368,19,27,0.704,121,43,88,0.489,30,52,0.577,13,36,0.361,25,27,0.926,124
196,2021/2/24,LAL,UTA,L 89-114,240,34,85,0.4,26,52,0.5,8,33,0.242,13,20,0.65,89,41,87,0.471,19,39,0.487,22,48,0.458,10,15,0.667,114
197,2021/2/24,UTA,LAL,W 114-89,240,41,87,0.471,19,39,0.487,22,48,0.458,10,15,0.667,114,34,85,0.4,26,52,0.5,8,33,0.242,13,20,0.65,89
198,2021/2/23,BRK,SAC,W 127-118,240,44,89,0.494,27,49,0.551,17,40,0.425,22,31,0.71,127,45,87,0.517,30,56,0.536,15,31,0.484,13,19,0.684,118
199,2021/2/23,SAC,BRK,L 118-127,240,45,87,0.517,30,56,0.536,15,31,0.484,13,19,0.684,118,44,89,0.494,27,49,0.551,17,40,0.425,22,31,0.71,127
200,2021/2/23,ATL,CLE,L 111-112,240,40,89,0.449,26,58,0.448,14,31,0.452,17,23,0.739,111,41,78,0.526,26,50,0.52,15,28,0.536,15,19,0.789,112
201,2021/2/23,CLE,ATL,W 112-111,240,41,78,0.526,26,50,0.52,15,28,0.536,15,19,0.789,112,40,89,0.449,26,58,0.448,14,31,0.452,17,23,0.739,111
202,2021/2/23,BOS,DAL,L 107-110,240,41,86,0.477,29,47,0.617,12,39,0.308,13,18,0.722,107,42,89,0.472,29,56,0.518,13,33,0.394,13,15,0.867,110
203,2021/2/23,DAL,BOS,W 110-107,240,42,89,0.472,29,56,0.518,13,33,0.394,13,15,0.867,110,41,86,0.477,29,47,0.617,12,39,0.308,13,18,0.722,107
204,2021/2/23,DEN,POR,W 111-106,240,40,94,0.426,26,58,0.448,14,36,0.389,17,18,0.944,111,41,87,0.471,27,46,0.587,14,41,0.341,10,10,1,106
205,2021/2/23,POR,DEN,L 106-111,240,41,87,0.471,27,46,0.587,14,41,0.341,10,10,1,106,40,94,0.426,26,58,0.448,14,36,0.389,17,18,0.944,111
206,2021/2/23,LAC,WAS,W 135-116,240,54,94,0.574,35,56,0.625,19,38,0.5,8,13,0.615,135,47,88,0.534,36,68,0.529,11,20,0.55,11,16,0.688,116
207,2021/2/23,WAS,LAC,L 116-135,240,47,88,0.534,36,68,0.529,11,20,0.55,11,16,0.688,116,54,94,0.574,35,56,0.625,19,38,0.5,8,13,0.615,135
208,2021/2/23,MIL,MIN,W 139-112,240,53,99,0.535,33,57,0.579,20,42,0.476,13,18,0.722,139,42,98,0.429,23,44,0.523,19,54,0.352,9,9,1,112
209,2021/2/23,MIN,MIL,L 112-139,240,42,98,0.429,23,44,0.523,19,54,0.352,9,9,1,112,53,99,0.535,33,57,0.579,20,42,0.476,13,18,0.722,139
210,2021/2/23,GSW,NYK,W 114-106,240,40,89,0.449,27,51,0.529,13,38,0.342,21,24,0.875,114,38,97,0.392,27,68,0.397,11,29,0.379,19,22,0.864,106
211,2021/2/23,NYK,GSW,L 106-114,240,38,97,0.392,27,68,0.397,11,29,0.379,19,22,0.864,106,40,89,0.449,27,51,0.529,13,38,0.342,21,24,0.875,114
212,2021/2/23,DET,ORL,W 105-93,240,41,88,0.466,31,54,0.574,10,34,0.294,13,16,0.813,105,33,88,0.375,19,50,0.38,14,38,0.368,13,22,0.591,93
213,2021/2/23,ORL,DET,L 93-105,240,33,88,0.375,19,50,0.38,14,38,0.368,13,22,0.591,93,41,88,0.466,31,54,0.574,10,34,0.294,13,16,0.813,105
214,2021/2/23,PHI,TOR,W 109-102,240,33,80,0.413,16,42,0.381,17,38,0.447,26,30,0.867,109,40,93,0.43,29,56,0.518,11,37,0.297,11,13,0.846,102
215,2021/2/23,TOR,PHI,L 102-109,240,40,93,0.43,29,56,0.518,11,37,0.297,11,13,0.846,102,33,80,0.413,16,42,0.381,17,38,0.447,26,30,0.867,109
216,2021/2/22,DAL,MEM,W 102-92,240,35,80,0.438,20,39,0.513,15,41,0.366,17,26,0.654,102,37,94,0.394,31,63,0.492,6,31,0.194,12,19,0.632,92
217,2021/2/22,MEM,DAL,L 92-102,240,37,94,0.394,31,63,0.492,6,31,0.194,12,19,0.632,92,35,80,0.438,20,39,0.513,15,41,0.366,17,26,0.654,102
218,2021/2/22,CHI,HOU,W 120-100,240,49,91,0.538,34,55,0.618,15,36,0.417,7,10,0.7,120,37,96,0.385,24,56,0.429,13,40,0.325,13,19,0.684,100
219,2021/2/22,HOU,CHI,L 100-120,240,37,96,0.385,24,56,0.429,13,40,0.325,13,19,0.684,100,49,91,0.538,34,55,0.618,15,36,0.417,7,10,0.7,120
220,2021/2/22,LAL,WAS,L 124-127 (OT),265,49,104,0.471,34,60,0.567,15,44,0.341,11,17,0.647,124,47,96,0.49,38,71,0.535,9,25,0.36,24,33,0.727,127
221,2021/2/22,WAS,LAL,W 127-124 (OT),265,47,96,0.49,38,71,0.535,9,25,0.36,24,33,0.727,127,49,104,0.471,34,60,0.567,15,44,0.341,11,17,0.647,124
222,2021/2/22,MIA,OKC,W 108-94,240,36,81,0.444,21,41,0.512,15,40,0.375,21,25,0.84,108,32,74,0.432,18,35,0.514,14,39,0.359,16,19,0.842,94
223,2021/2/22,OKC,MIA,L 94-108,240,32,74,0.432,18,35,0.514,14,39,0.359,16,19,0.842,94,36,81,0.444,21,41,0.512,15,40,0.375,21,25,0.84,108
224,2021/2/22,PHO,POR,W 132-100,240,50,99,0.505,34,66,0.515,16,33,0.485,16,18,0.889,132,37,84,0.44,25,45,0.556,12,39,0.308,14,19,0.737,100
225,2021/2/22,POR,PHO,L 100-132,240,37,84,0.44,25,45,0.556,12,39,0.308,14,19,0.737,100,50,99,0.505,34,66,0.515,16,33,0.485,16,18,0.889,132
226,2021/2/22,CHO,UTA,L 110-132,240,41,89,0.461,30,53,0.566,11,36,0.306,17,21,0.81,110,45,85,0.529,17,30,0.567,28,55,0.509,14,17,0.824,132
227,2021/2/22,UTA,CHO,W 132-110,240,45,85,0.529,17,30,0.567,28,55,0.509,14,17,0.824,132,41,89,0.461,30,53,0.566,11,36,0.306,17,21,0.81,110
228,2021/2/21,ATL,DEN,W 123-115,240,42,81,0.519,30,47,0.638,12,34,0.353,27,33,0.818,123,43,84,0.512,27,48,0.563,16,36,0.444,13,16,0.813,115
229,2021/2/21,DEN,ATL,L 115-123,240,43,84,0.512,27,48,0.563,16,36,0.444,13,16,0.813,115,42,81,0.519,30,47,0.638,12,34,0.353,27,33,0.818,123
230,2021/2/21,CLE,OKC,L 101-117,240,39,84,0.464,31,49,0.633,8,35,0.229,15,20,0.75,101,43,79,0.544,30,51,0.588,13,28,0.464,18,24,0.75,117
231,2021/2/21,OKC,CLE,W 117-101,240,43,79,0.544,30,51,0.588,13,28,0.464,18,24,0.75,117,39,84,0.464,31,49,0.633,8,35,0.229,15,20,0.75,101
232,2021/2/21,BRK,LAC,W 112-108,240,44,92,0.478,33,54,0.611,11,38,0.289,13,19,0.684,112,40,87,0.46,25,52,0.481,15,35,0.429,13,18,0.722,108
233,2021/2/21,LAC,BRK,L 108-112,240,40,87,0.46,25,52,0.481,15,35,0.429,13,18,0.722,108,44,92,0.478,33,54,0.611,11,38,0.289,13,19,0.684,112
234,2021/2/21,MIL,SAC,W 128-115,240,44,90,0.489,33,62,0.532,11,28,0.393,29,36,0.806,128,44,100,0.44,32,67,0.478,12,33,0.364,15,20,0.75,115
235,2021/2/21,SAC,MIL,L 115-128,240,44,100,0.44,32,67,0.478,12,33,0.364,15,20,0.75,115,44,90,0.489,33,62,0.532,11,28,0.393,29,36,0.806,128
236,2021/2/21,BOS,NOP,L 115-120 (OT),265,39,98,0.398,29,61,0.475,10,37,0.27,27,34,0.794,115,42,94,0.447,31,58,0.534,11,36,0.306,25,37,0.676,120
237,2021/2/21,NOP,BOS,W 120-115 (OT),265,42,94,0.447,31,58,0.534,11,36,0.306,25,37,0.676,120,39,98,0.398,29,61,0.475,10,37,0.27,27,34,0.794,115
238,2021/2/21,MIN,NYK,L 99-103,240,33,82,0.402,17,47,0.362,16,35,0.457,17,21,0.81,99,33,78,0.423,27,60,0.45,6,18,0.333,31,38,0.816,103
239,2021/2/21,NYK,MIN,W 103-99,240,33,78,0.423,27,60,0.45,6,18,0.333,31,38,0.816,103,33,82,0.402,17,47,0.362,16,35,0.457,17,21,0.81,99
240,2021/2/21,DET,ORL,L 96-105,240,34,91,0.374,23,51,0.451,11,40,0.275,17,21,0.81,96,35,81,0.432,26,51,0.51,9,30,0.3,26,29,0.897,105
241,2021/2/21,ORL,DET,W 105-96,240,35,81,0.432,26,51,0.51,9,30,0.3,26,29,0.897,105,34,91,0.374,23,51,0.451,11,40,0.275,17,21,0.81,96
242,2021/2/21,PHI,TOR,L 103-110,240,33,85,0.388,22,48,0.458,11,37,0.297,26,35,0.743,103,40,81,0.494,26,47,0.553,14,34,0.412,16,18,0.889,110
243,2021/2/21,TOR,PHI,W 110-103,240,40,81,0.494,26,47,0.553,14,34,0.412,16,18,0.889,110,33,85,0.388,22,48,0.458,11,37,0.297,26,35,0.743,103
244,2021/2/20,CHI,SAC,W 122-114,240,49,82,0.598,38,59,0.644,11,23,0.478,13,15,0.867,122,44,98,0.449,36,69,0.522,8,29,0.276,18,22,0.818,114
245,2021/2/20,SAC,CHI,L 114-122,240,44,98,0.449,36,69,0.522,8,29,0.276,18,22,0.818,114,49,82,0.598,38,59,0.644,11,23,0.478,13,15,0.867,122
246,2021/2/20,CHO,GSW,W 102-100,240,37,75,0.493,17,35,0.486,20,40,0.5,8,9,0.889,102,37,85,0.435,24,46,0.522,13,39,0.333,13,17,0.765,100
247,2021/2/20,GSW,CHO,L 100-102,240,37,85,0.435,24,46,0.522,13,39,0.333,13,17,0.765,100,37,75,0.493,17,35,0.486,20,40,0.5,8,9,0.889,102
248,2021/2/20,LAL,MIA,L 94-96,240,33,84,0.393,20,39,0.513,13,45,0.289,15,17,0.882,94,36,85,0.424,28,57,0.491,8,28,0.286,16,23,0.696,96
249,2021/2/20,MIA,LAL,W 96-94,240,36,85,0.424,28,57,0.491,8,28,0.286,16,23,0.696,96,33,84,0.393,20,39,0.513,13,45,0.289,15,17,0.882,94
250,2021/2/20,MEM,PHO,L 97-128,240,36,93,0.387,31,60,0.517,5,33,0.152,20,23,0.87,97,46,86,0.535,22,40,0.55,24,46,0.522,12,13,0.923,128
251,2021/2/20,PHO,MEM,W 128-97,240,46,86,0.535,22,40,0.55,24,46,0.522,12,13,0.923,128,36,93,0.387,31,60,0.517,5,33,0.152,20,23,0.87,97
252,2021/2/20,POR,WAS,L 111-118,240,37,103,0.359,18,48,0.375,19,55,0.345,18,25,0.72,111,45,89,0.506,39,63,0.619,6,26,0.231,22,29,0.759,118
253,2021/2/20,WAS,POR,W 118-111,240,45,89,0.506,39,63,0.619,6,26,0.231,22,29,0.759,118,37,103,0.359,18,48,0.375,19,55,0.345,18,25,0.72,111
254,2021/2/19,ATL,BOS,L 109-121,240,38,90,0.422,28,60,0.467,10,30,0.333,23,25,0.92,109,50,90,0.556,36,55,0.655,14,35,0.4,7,10,0.7,121
255,2021/2/19,BOS,ATL,W 121-109,240,50,90,0.556,36,55,0.655,14,35,0.4,7,10,0.7,121,38,90,0.422,28,60,0.467,10,30,0.333,23,25,0.92,109
256,2021/2/19,CLE,DEN,L 103-120,240,39,83,0.47,27,52,0.519,12,31,0.387,13,21,0.619,103,46,80,0.575,31,49,0.633,15,31,0.484,13,17,0.765,120
257,2021/2/19,DEN,CLE,W 120-103,240,46,80,0.575,31,49,0.633,15,31,0.484,13,17,0.765,120,39,83,0.47,27,52,0.519,12,31,0.387,13,21,0.619,103
258,2021/2/19,LAC,UTA,W 116-112,240,43,89,0.483,33,59,0.559,10,30,0.333,20,22,0.909,116,41,86,0.477,29,52,0.558,12,34,0.353,18,21,0.857,112
259,2021/2/19,UTA,LAC,L 112-116,240,41,86,0.477,29,52,0.558,12,34,0.353,18,21,0.857,112,43,89,0.483,33,59,0.559,10,30,0.333,20,22,0.909,116
260,2021/2/19,DET,MEM,L 95-109,240,36,86,0.419,22,41,0.537,14,45,0.311,9,13,0.692,95,42,90,0.467,37,70,0.529,5,20,0.25,20,23,0.87,109
261,2021/2/19,MEM,DET,W 109-95,240,42,90,0.467,37,70,0.529,5,20,0.25,20,23,0.87,109,36,86,0.419,22,41,0.537,14,45,0.311,9,13,0.692,95
262,2021/2/19,MIL,OKC,W 98-85,240,35,86,0.407,24,52,0.462,11,34,0.324,17,25,0.68,98,31,85,0.365,19,45,0.422,12,40,0.3,11,21,0.524,85
263,2021/2/19,OKC,MIL,L 85-98,240,31,85,0.365,19,45,0.422,12,40,0.3,11,21,0.524,85,35,86,0.407,24,52,0.462,11,34,0.324,17,25,0.68,98
264,2021/2/19,MIN,TOR,L 81-86,240,32,83,0.386,23,45,0.511,9,38,0.237,8,11,0.727,81,28,85,0.329,16,45,0.356,12,40,0.3,18,22,0.818,86
265,2021/2/19,TOR,MIN,W 86-81,240,28,85,0.329,16,45,0.356,12,40,0.3,18,22,0.818,86,32,83,0.386,23,45,0.511,9,38,0.237,8,11,0.727,81
266,2021/2/19,NOP,PHO,L 114-132,240,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132
267,2021/2/19,PHO,NOP,W 132-114,240,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114
268,2021/2/19,GSW,ORL,L 120-124,240,46,97,0.474,27,55,0.491,19,42,0.452,9,15,0.6,120,46,94,0.489,28,51,0.549,18,43,0.419,14,17,0.824,124
269,2021/2/19,ORL,GSW,W 124-120,240,46,94,0.489,28,51,0.549,18,43,0.419,14,17,0.824,124,46,97,0.474,27,55,0.491,19,42,0.452,9,15,0.6,120
270,2021/2/19,CHI,PHI,L 105-112,240,40,95,0.421,33,63,0.524,7,32,0.219,18,18,1,105,41,87,0.471,34,66,0.515,7,21,0.333,23,29,0.793,112
271,2021/2/19,PHI,CHI,W 112-105,240,41,87,0.471,34,66,0.515,7,21,0.333,23,29,0.793,112,40,95,0.421,33,63,0.524,7,32,0.219,18,18,1,105
272,2021/2/18,BRK,LAL,W 109-98,240,38,77,0.494,20,38,0.526,18,39,0.462,15,24,0.625,109,40,83,0.482,32,53,0.604,8,30,0.267,10,14,0.714,98
273,2021/2/18,LAL,BRK,L 98-109,240,40,83,0.482,32,53,0.604,8,30,0.267,10,14,0.714,98,38,77,0.494,20,38,0.526,18,39,0.462,15,24,0.625,109
274,2021/2/18,MIL,TOR,L 96-110,240,35,88,0.398,25,54,0.463,10,34,0.294,16,23,0.696,96,38,78,0.487,26,43,0.605,12,35,0.343,22,23,0.957,110
275,2021/2/18,TOR,MIL,W 110-96,240,38,78,0.487,26,43,0.605,12,35,0.343,22,23,0.957,110,35,88,0.398,25,54,0.463,10,34,0.294,16,23,0.696,96
276,2021/2/18,MIA,SAC,W 118-110,240,49,95,0.516,37,61,0.607,12,34,0.353,8,10,0.8,118,43,93,0.462,28,52,0.538,15,41,0.366,9,16,0.563,110
277,2021/2/18,SAC,MIA,L 110-118,240,43,93,0.462,28,52,0.538,15,41,0.366,9,16,0.563,110,49,95,0.516,37,61,0.607,12,34,0.353,8,10,0.8,118
278,2021/2/17,ATL,BOS,W 122-114,240,44,77,0.571,36,53,0.679,8,24,0.333,26,31,0.839,122,40,86,0.465,30,55,0.545,10,31,0.323,24,27,0.889,114
279,2021/2/17,BOS,ATL,L 114-122,240,40,86,0.465,30,55,0.545,10,31,0.323,24,27,0.889,114,44,77,0.571,36,53,0.679,8,24,0.333,26,31,0.839,122
280,2021/2/17,CHI,DET,W 105-102,240,41,85,0.482,33,57,0.579,8,28,0.286,15,24,0.625,105,37,82,0.451,29,54,0.537,8,28,0.286,20,24,0.833,102
281,2021/2/17,DET,CHI,L 102-105,240,37,82,0.451,29,54,0.537,8,28,0.286,20,24,0.833,102,41,85,0.482,33,57,0.579,8,28,0.286,15,24,0.625,105
282,2021/2/17,GSW,MIA,W 120-112 (OT),265,43,95,0.453,25,43,0.581,18,52,0.346,16,21,0.762,120,44,97,0.454,31,61,0.508,13,36,0.361,11,12,0.917,112
283,2021/2/17,MIA,GSW,L 112-120 (OT),265,44,97,0.454,31,61,0.508,13,36,0.361,11,12,0.917,112,43,95,0.453,25,43,0.581,18,52,0.346,16,21,0.762,120
284,2021/2/17,LAC,UTA,L 96-114,240,38,86,0.442,29,60,0.483,9,26,0.346,11,17,0.647,96,42,98,0.429,29,58,0.5,13,40,0.325,17,20,0.85,114
285,2021/2/17,UTA,LAC,W 114-96,240,42,98,0.429,29,58,0.5,13,40,0.325,17,20,0.85,114,38,86,0.442,29,60,0.483,9,26,0.346,11,17,0.647,96
286,2021/2/17,MEM,OKC,W 122-113,240,42,83,0.506,30,57,0.526,12,26,0.462,26,33,0.788,122,35,78,0.449,16,37,0.432,19,41,0.463,24,28,0.857,113
287,2021/2/17,OKC,MEM,L 113-122,240,35,78,0.449,16,37,0.432,19,41,0.463,24,28,0.857,113,42,83,0.506,30,57,0.526,12,26,0.462,26,33,0.788,122
288,2021/2/17,IND,MIN,W 134-128 (OT),265,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128
289,2021/2/17,MIN,IND,L 128-134 (OT),265,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134
290,2021/2/17,NOP,POR,L 124-126,240,43,89,0.483,28,57,0.491,15,32,0.469,23,29,0.793,124,46,90,0.511,28,49,0.571,18,41,0.439,16,18,0.889,126
291,2021/2/17,POR,NOP,W 126-124,240,46,90,0.511,28,49,0.571,18,41,0.439,16,18,0.889,126,43,89,0.483,28,57,0.491,15,32,0.469,23,29,0.793,124
292,2021/2/17,NYK,ORL,L 89-107,240,33,87,0.379,26,60,0.433,7,27,0.259,16,19,0.842,89,42,92,0.457,26,58,0.448,16,34,0.471,7,10,0.7,107
293,2021/2/17,ORL,NYK,W 107-89,240,42,92,0.457,26,58,0.448,16,34,0.471,7,10,0.7,107,33,87,0.379,26,60,0.433,7,27,0.259,16,19,0.842,89
294,2021/2/17,HOU,PHI,L 113-118,240,42,92,0.457,27,45,0.6,15,47,0.319,14,18,0.778,113,39,81,0.481,27,55,0.491,12,26,0.462,28,32,0.875,118
295,2021/2/17,PHI,HOU,W 118-113,240,39,81,0.481,27,55,0.491,12,26,0.462,28,32,0.875,118,42,92,0.457,27,45,0.6,15,47,0.319,14,18,0.778,113
296,2021/2/17,DEN,WAS,L 128-130,240,48,92,0.522,31,54,0.574,17,38,0.447,15,18,0.833,128,44,86,0.512,29,53,0.547,15,33,0.455,27,34,0.794,130
297,2021/2/17,WAS,DEN,W 130-128,240,44,86,0.512,29,53,0.547,15,33,0.455,27,34,0.794,130,48,92,0.522,31,54,0.574,17,38,0.447,15,18,0.833,128
